"Notes"	"Cancer Sites"	"Cancer Sites Code"	"Race"	"Race Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	Count
	"Penis"	"28030"	"Other Races and Unknown combined"	"2131-1"	"85+ years"	"85+"	"Male"	"M"	22
	"Other Male Genital Organs"	"28040"	"Asian or Pacific Islander"	"A-PI"	"50-54 years"	"50-54"	"Male"	"M"	19
	"Other Male Genital Organs"	"28040"	"Asian or Pacific Islander"	"A-PI"	"55-59 years"	"55-59"	"Male"	"M"	21
	"Other Male Genital Organs"	"28040"	"Asian or Pacific Islander"	"A-PI"	"60-64 years "	"60-64"	"Male"	"M"	56
	"Other Male Genital Organs"	"28040"	"Asian or Pacific Islander"	"A-PI"	"65-69 years"	"65-69"	"Male"	"M"	57
	"Other Male Genital Organs"	"28040"	"Asian or Pacific Islander"	"A-PI"	"70-74 years"	"70-74"	"Male"	"M"	67
	"Other Male Genital Organs"	"28040"	"Asian or Pacific Islander"	"A-PI"	"75-79 years"	"75-79"	"Male"	"M"	46
	"Other Male Genital Organs"	"28040"	"Asian or Pacific Islander"	"A-PI"	"80-84 years"	"80-84"	"Male"	"M"	43
	"Other Male Genital Organs"	"28040"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"Male"	"M"	29
	"Other Male Genital Organs"	"28040"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Male"	"M"	19
	"Other Male Genital Organs"	"28040"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Male"	"M"	20
	"Other Male Genital Organs"	"28040"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Male"	"M"	23
	"Other Male Genital Organs"	"28040"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Male"	"M"	55
	"Other Male Genital Organs"	"28040"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"Male"	"M"	77
	"Other Male Genital Organs"	"28040"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"Male"	"M"	97
	"Other Male Genital Organs"	"28040"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"Male"	"M"	92
	"Other Male Genital Organs"	"28040"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	79
	"Other Male Genital Organs"	"28040"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Male"	"M"	67
	"Other Male Genital Organs"	"28040"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	"Male"	"M"	66
	"Other Male Genital Organs"	"28040"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	"Male"	"M"	51
	"Other Male Genital Organs"	"28040"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	"Male"	"M"	20
	"Other Male Genital Organs"	"28040"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Male"	"M"	29
	"Other Male Genital Organs"	"28040"	"White"	"2106-3"	"1-4 years"	"1-4"	"Male"	"M"	30
	"Other Male Genital Organs"	"28040"	"White"	"2106-3"	"5-9 years"	"5-9"	"Male"	"M"	24
	"Other Male Genital Organs"	"28040"	"White"	"2106-3"	"10-14 years"	"10-14"	"Male"	"M"	29
	"Other Male Genital Organs"	"28040"	"White"	"2106-3"	"15-19 years"	"15-19"	"Male"	"M"	66
	"Other Male Genital Organs"	"28040"	"White"	"2106-3"	"20-24 years"	"20-24"	"Male"	"M"	48
	"Other Male Genital Organs"	"28040"	"White"	"2106-3"	"25-29 years"	"25-29"	"Male"	"M"	51
	"Other Male Genital Organs"	"28040"	"White"	"2106-3"	"30-34 years"	"30-34"	"Male"	"M"	70
	"Other Male Genital Organs"	"28040"	"White"	"2106-3"	"35-39 years"	"35-39"	"Male"	"M"	91
	"Other Male Genital Organs"	"28040"	"White"	"2106-3"	"40-44 years"	"40-44"	"Male"	"M"	195
	"Other Male Genital Organs"	"28040"	"White"	"2106-3"	"45-49 years"	"45-49"	"Male"	"M"	299
	"Other Male Genital Organs"	"28040"	"White"	"2106-3"	"50-54 years"	"50-54"	"Male"	"M"	464
	"Other Male Genital Organs"	"28040"	"White"	"2106-3"	"55-59 years"	"55-59"	"Male"	"M"	615
	"Other Male Genital Organs"	"28040"	"White"	"2106-3"	"60-64 years "	"60-64"	"Male"	"M"	720
	"Other Male Genital Organs"	"28040"	"White"	"2106-3"	"65-69 years"	"65-69"	"Male"	"M"	813
	"Other Male Genital Organs"	"28040"	"White"	"2106-3"	"70-74 years"	"70-74"	"Male"	"M"	808
	"Other Male Genital Organs"	"28040"	"White"	"2106-3"	"75-79 years"	"75-79"	"Male"	"M"	809
	"Other Male Genital Organs"	"28040"	"White"	"2106-3"	"80-84 years"	"80-84"	"Male"	"M"	653
	"Other Male Genital Organs"	"28040"	"White"	"2106-3"	"85+ years"	"85+"	"Male"	"M"	522
	"Other Male Genital Organs"	"28040"	"Other Races and Unknown combined"	"2131-1"	"50-54 years"	"50-54"	"Male"	"M"	18
	"Other Male Genital Organs"	"28040"	"Other Races and Unknown combined"	"2131-1"	"55-59 years"	"55-59"	"Male"	"M"	22
	"Other Male Genital Organs"	"28040"	"Other Races and Unknown combined"	"2131-1"	"60-64 years "	"60-64"	"Male"	"M"	19
	"Other Male Genital Organs"	"28040"	"Other Races and Unknown combined"	"2131-1"	"65-69 years"	"65-69"	"Male"	"M"	17
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"1-4 years"	"1-4"	"Female"	"F"	38
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"1-4 years"	"1-4"	"Male"	"M"	39
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"5-9 years"	"5-9"	"Female"	"F"	19
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"20-24 years"	"20-24"	"Female"	"F"	26
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"25-29 years"	"25-29"	"Female"	"F"	37
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"25-29 years"	"25-29"	"Male"	"M"	47
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"30-34 years"	"30-34"	"Female"	"F"	103
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"30-34 years"	"30-34"	"Male"	"M"	126
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"35-39 years"	"35-39"	"Female"	"F"	169
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"35-39 years"	"35-39"	"Male"	"M"	251
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"40-44 years"	"40-44"	"Female"	"F"	277
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"40-44 years"	"40-44"	"Male"	"M"	445
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"45-49 years"	"45-49"	"Female"	"F"	398
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"45-49 years"	"45-49"	"Male"	"M"	760
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"50-54 years"	"50-54"	"Female"	"F"	575
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"50-54 years"	"50-54"	"Male"	"M"	1065
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"55-59 years"	"55-59"	"Female"	"F"	691
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"55-59 years"	"55-59"	"Male"	"M"	1298
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"60-64 years "	"60-64"	"Female"	"F"	787
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"60-64 years "	"60-64"	"Male"	"M"	1450
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"65-69 years"	"65-69"	"Female"	"F"	741
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"65-69 years"	"65-69"	"Male"	"M"	1429
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"70-74 years"	"70-74"	"Female"	"F"	579
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"70-74 years"	"70-74"	"Male"	"M"	1266
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"75-79 years"	"75-79"	"Female"	"F"	474
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"75-79 years"	"75-79"	"Male"	"M"	973
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"80-84 years"	"80-84"	"Female"	"F"	315
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"80-84 years"	"80-84"	"Male"	"M"	586
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"Female"	"F"	257
	"Urinary System"	"29010-29040"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"Male"	"M"	413
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"< 1 year"	"1"	"Female"	"F"	35
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"< 1 year"	"1"	"Male"	"M"	33
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"1-4 years"	"1-4"	"Female"	"F"	117
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"1-4 years"	"1-4"	"Male"	"M"	102
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"5-9 years"	"5-9"	"Female"	"F"	38
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"5-9 years"	"5-9"	"Male"	"M"	33
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"10-14 years"	"10-14"	"Male"	"M"	17
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"15-19 years"	"15-19"	"Female"	"F"	17
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"15-19 years"	"15-19"	"Male"	"M"	35
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"20-24 years"	"20-24"	"Female"	"F"	45
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"20-24 years"	"20-24"	"Male"	"M"	48
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"25-29 years"	"25-29"	"Female"	"F"	92
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"25-29 years"	"25-29"	"Male"	"M"	116
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"30-34 years"	"30-34"	"Female"	"F"	203
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"30-34 years"	"30-34"	"Male"	"M"	331
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"35-39 years"	"35-39"	"Female"	"F"	313
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"35-39 years"	"35-39"	"Male"	"M"	670
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"40-44 years"	"40-44"	"Female"	"F"	510
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"40-44 years"	"40-44"	"Male"	"M"	1122
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"45-49 years"	"45-49"	"Female"	"F"	794
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"45-49 years"	"45-49"	"Male"	"M"	1757
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"50-54 years"	"50-54"	"Female"	"F"	1109
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"50-54 years"	"50-54"	"Male"	"M"	2563
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"55-59 years"	"55-59"	"Female"	"F"	1484
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"55-59 years"	"55-59"	"Male"	"M"	3543
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"60-64 years "	"60-64"	"Female"	"F"	1765
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"60-64 years "	"60-64"	"Male"	"M"	4399
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"65-69 years"	"65-69"	"Female"	"F"	2155
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"65-69 years"	"65-69"	"Male"	"M"	5061
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"70-74 years"	"70-74"	"Female"	"F"	2119
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"70-74 years"	"70-74"	"Male"	"M"	4948
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"75-79 years"	"75-79"	"Female"	"F"	1955
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"75-79 years"	"75-79"	"Male"	"M"	4714
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"80-84 years"	"80-84"	"Female"	"F"	1669
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"80-84 years"	"80-84"	"Male"	"M"	3550
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"Female"	"F"	1678
	"Urinary System"	"29010-29040"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"Male"	"M"	3012
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"Female"	"F"	116
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"Male"	"M"	122
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"Female"	"F"	691
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"Male"	"M"	675
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"Female"	"F"	340
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"Male"	"M"	248
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"Female"	"F"	106
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"Male"	"M"	99
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Female"	"F"	104
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Male"	"M"	124
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Female"	"F"	236
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Male"	"M"	283
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Female"	"F"	462
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Male"	"M"	533
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Female"	"F"	839
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Male"	"M"	1084
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Female"	"F"	1543
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Male"	"M"	2456
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Female"	"F"	2639
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Male"	"M"	4758
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"Female"	"F"	4478
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"Male"	"M"	8310
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"Female"	"F"	6659
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"Male"	"M"	13401
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"Female"	"F"	9001
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"Male"	"M"	17971
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Female"	"F"	10609
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	20231
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	11656
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Male"	"M"	20861
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	"Female"	"F"	10680
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	"Male"	"M"	17300
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	"Female"	"F"	9195
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	"Male"	"M"	13286
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	"Female"	"F"	6845
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	"Male"	"M"	8994
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Female"	"F"	7160
	"Urinary System"	"29010-29040"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Male"	"M"	6693
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"< 1 year"	"1"	"Female"	"F"	553
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"< 1 year"	"1"	"Male"	"M"	611
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"1-4 years"	"1-4"	"Female"	"F"	2832
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"1-4 years"	"1-4"	"Male"	"M"	2650
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"5-9 years"	"5-9"	"Female"	"F"	1069
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"5-9 years"	"5-9"	"Male"	"M"	865
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"10-14 years"	"10-14"	"Female"	"F"	305
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"10-14 years"	"10-14"	"Male"	"M"	262
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"15-19 years"	"15-19"	"Female"	"F"	530
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"15-19 years"	"15-19"	"Male"	"M"	536
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"20-24 years"	"20-24"	"Female"	"F"	1083
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"20-24 years"	"20-24"	"Male"	"M"	1386
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"25-29 years"	"25-29"	"Female"	"F"	2496
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"25-29 years"	"25-29"	"Male"	"M"	3307
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"30-34 years"	"30-34"	"Female"	"F"	5253
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"30-34 years"	"30-34"	"Male"	"M"	7748
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"35-39 years"	"35-39"	"Female"	"F"	9778
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"35-39 years"	"35-39"	"Male"	"M"	16257
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"40-44 years"	"40-44"	"Female"	"F"	17317
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"40-44 years"	"40-44"	"Male"	"M"	32939
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"45-49 years"	"45-49"	"Female"	"F"	28511
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"45-49 years"	"45-49"	"Male"	"M"	60694
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"50-54 years"	"50-54"	"Female"	"F"	45102
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"50-54 years"	"50-54"	"Male"	"M"	102770
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"55-59 years"	"55-59"	"Female"	"F"	63656
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"55-59 years"	"55-59"	"Male"	"M"	156443
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"60-64 years "	"60-64"	"Female"	"F"	79560
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"60-64 years "	"60-64"	"Male"	"M"	205509
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"65-69 years"	"65-69"	"Female"	"F"	96718
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"65-69 years"	"65-69"	"Male"	"M"	253406
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"70-74 years"	"70-74"	"Female"	"F"	100714
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"70-74 years"	"70-74"	"Male"	"M"	269003
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"75-79 years"	"75-79"	"Female"	"F"	98300
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"75-79 years"	"75-79"	"Male"	"M"	254473
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"80-84 years"	"80-84"	"Female"	"F"	83973
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"80-84 years"	"80-84"	"Male"	"M"	198768
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"85+ years"	"85+"	"Female"	"F"	87472
	"Urinary System"	"29010-29040"	"White"	"2106-3"	"85+ years"	"85+"	"Male"	"M"	164083
	"Urinary System"	"29010-29040"	"Other Races and Unknown combined"	"2131-1"	"< 1 year"	"1"	"Female"	"F"	18
	"Urinary System"	"29010-29040"	"Other Races and Unknown combined"	"2131-1"	"< 1 year"	"1"	"Male"	"M"	22
	"Urinary System"	"29010-29040"	"Other Races and Unknown combined"	"2131-1"	"1-4 years"	"1-4"	"Female"	"F"	92
	"Urinary System"	"29010-29040"	"Other Races and Unknown combined"	"2131-1"	"1-4 years"	"1-4"	"Male"	"M"	69
	"Urinary System"	"29010-29040"	"Other Races and Unknown combined"	"2131-1"	"5-9 years"	"5-9"	"Female"	"F"	35
	"Urinary System"	"29010-29040"	"Other Races and Unknown combined"	"2131-1"	"5-9 years"	"5-9"	"Male"	"M"	22
	"Urinary System"	"29010-29040"	"Other Races and Unknown combined"	"2131-1"	"15-19 years"	"15-19"	"Male"	"M"	24
	"Urinary System"	"29010-29040"	"Other Races and Unknown combined"	"2131-1"	"20-24 years"	"20-24"	"Female"	"F"	32
	"Urinary System"	"29010-29040"	"Other Races and Unknown combined"	"2131-1"	"20-24 years"	"20-24"	"Male"	"M"	47
	"Urinary System"	"29010-29040"	"Other Races and Unknown combined"	"2131-1"	"25-29 years"	"25-29"	"Female"	"F"	65
	"Urinary System"	"29010-29040"	"Other Races and Unknown combined"	"2131-1"	"25-29 years"	"25-29"	"Male"	"M"	99
	"Urinary System"	"29010-29040"	"Other Races and Unknown combined"	"2131-1"	"30-34 years"	"30-34"	"Female"	"F"	145
	"Urinary System"	"29010-29040"	"Other Races and Unknown combined"	"2131-1"	"30-34 years"	"30-34"	"Male"	"M"	218
	"Urinary System"	"29010-29040"	"Other Races and Unknown combined"	"2131-1"	"35-39 years"	"35-39"	"Female"	"F"	215
	"Urinary System"	"29010-29040"	"Other Races and Unknown combined"	"2131-1"	"35-39 years"	"35-39"	"Male"	"M"	455
	"Urinary System"	"29010-29040"	"Other Races and Unknown combined"	"2131-1"	"40-44 years"	"40-44"	"Female"	"F"	324
	"Urinary System"	"29010-29040"	"Other Races and Unknown combined"	"2131-1"	"40-44 years"	"40-44"	"Male"	"M"	682
	"Urinary System"	"29010-29040"	"Other Races and Unknown combined"	"2131-1"	"45-49 years"	"45-49"	"Female"	"F"	411
	"Urinary System"	"29010-29040"	"Other Races and Unknown combined"	"2131-1"	"45-49 years"	"45-49"	"Male"	"M"	1033
	"Urinary System"	"29010-29040"	"Other Races and Unknown combined"	"2131-1"	"50-54 years"	"50-54"	"Female"	"F"	615
	"Urinary System"	"29010-29040"	"Other Races and Unknown combined"	"2131-1"	"50-54 years"	"50-54"	"Male"	"M"	1560
