"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"Non-Hodgkin Lymphoma"	"33041-33042"	"1-4 years"	"1-4"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	46
	"Non-Hodgkin Lymphoma"	"33041-33042"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	104
	"Non-Hodgkin Lymphoma"	"33041-33042"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	620
	"Non-Hodgkin Lymphoma"	"33041-33042"	"1-4 years"	"1-4"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	"1-4 years"	"1-4"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	101
	"Non-Hodgkin Lymphoma"	"33041-33042"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	174
	"Non-Hodgkin Lymphoma"	"33041-33042"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	1261
	"Non-Hodgkin Lymphoma"	"33041-33042"	"1-4 years"	"1-4"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	41
	"Non-Hodgkin Lymphoma"	"33041-33042"	"5-9 years"	"5-9"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	78
	"Non-Hodgkin Lymphoma"	"33041-33042"	"5-9 years"	"5-9"	"Female"	"F"	"Black or African American"	"2054-5"	213
	"Non-Hodgkin Lymphoma"	"33041-33042"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	1000
	"Non-Hodgkin Lymphoma"	"33041-33042"	"5-9 years"	"5-9"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	34
	"Non-Hodgkin Lymphoma"	"33041-33042"	"5-9 years"	"5-9"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	23
	"Non-Hodgkin Lymphoma"	"33041-33042"	"5-9 years"	"5-9"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	168
	"Non-Hodgkin Lymphoma"	"33041-33042"	"5-9 years"	"5-9"	"Male"	"M"	"Black or African American"	"2054-5"	392
	"Non-Hodgkin Lymphoma"	"33041-33042"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	2499
	"Non-Hodgkin Lymphoma"	"33041-33042"	"5-9 years"	"5-9"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	98
	"Non-Hodgkin Lymphoma"	"33041-33042"	"10-14 years"	"10-14"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	"10-14 years"	"10-14"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	105
	"Non-Hodgkin Lymphoma"	"33041-33042"	"10-14 years"	"10-14"	"Female"	"F"	"Black or African American"	"2054-5"	296
	"Non-Hodgkin Lymphoma"	"33041-33042"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	1450
	"Non-Hodgkin Lymphoma"	"33041-33042"	"10-14 years"	"10-14"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	44
	"Non-Hodgkin Lymphoma"	"33041-33042"	"10-14 years"	"10-14"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	55
	"Non-Hodgkin Lymphoma"	"33041-33042"	"10-14 years"	"10-14"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	184
	"Non-Hodgkin Lymphoma"	"33041-33042"	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	663
	"Non-Hodgkin Lymphoma"	"33041-33042"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	2888
	"Non-Hodgkin Lymphoma"	"33041-33042"	"10-14 years"	"10-14"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	96
	"Non-Hodgkin Lymphoma"	"33041-33042"	"15-19 years"	"15-19"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	27
	"Non-Hodgkin Lymphoma"	"33041-33042"	"15-19 years"	"15-19"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	169
	"Non-Hodgkin Lymphoma"	"33041-33042"	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	477
	"Non-Hodgkin Lymphoma"	"33041-33042"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	2153
	"Non-Hodgkin Lymphoma"	"33041-33042"	"15-19 years"	"15-19"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	55
	"Non-Hodgkin Lymphoma"	"33041-33042"	"15-19 years"	"15-19"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	36
	"Non-Hodgkin Lymphoma"	"33041-33042"	"15-19 years"	"15-19"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	266
	"Non-Hodgkin Lymphoma"	"33041-33042"	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	878
	"Non-Hodgkin Lymphoma"	"33041-33042"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	4195
	"Non-Hodgkin Lymphoma"	"33041-33042"	"15-19 years"	"15-19"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	136
	"Non-Hodgkin Lymphoma"	"33041-33042"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	29
	"Non-Hodgkin Lymphoma"	"33041-33042"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	255
	"Non-Hodgkin Lymphoma"	"33041-33042"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	812
	"Non-Hodgkin Lymphoma"	"33041-33042"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	3349
	"Non-Hodgkin Lymphoma"	"33041-33042"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	117
	"Non-Hodgkin Lymphoma"	"33041-33042"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	40
	"Non-Hodgkin Lymphoma"	"33041-33042"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	377
	"Non-Hodgkin Lymphoma"	"33041-33042"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	1134
	"Non-Hodgkin Lymphoma"	"33041-33042"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	5195
	"Non-Hodgkin Lymphoma"	"33041-33042"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	148
	"Non-Hodgkin Lymphoma"	"33041-33042"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	36
	"Non-Hodgkin Lymphoma"	"33041-33042"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	391
	"Non-Hodgkin Lymphoma"	"33041-33042"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	1226
	"Non-Hodgkin Lymphoma"	"33041-33042"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	4668
	"Non-Hodgkin Lymphoma"	"33041-33042"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	170
	"Non-Hodgkin Lymphoma"	"33041-33042"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	57
	"Non-Hodgkin Lymphoma"	"33041-33042"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	453
	"Non-Hodgkin Lymphoma"	"33041-33042"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	1652
	"Non-Hodgkin Lymphoma"	"33041-33042"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	6845
	"Non-Hodgkin Lymphoma"	"33041-33042"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	228
	"Non-Hodgkin Lymphoma"	"33041-33042"	"30-34 years"	"30-34"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	77
	"Non-Hodgkin Lymphoma"	"33041-33042"	"30-34 years"	"30-34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	538
	"Non-Hodgkin Lymphoma"	"33041-33042"	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	1771
	"Non-Hodgkin Lymphoma"	"33041-33042"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	6504
	"Non-Hodgkin Lymphoma"	"33041-33042"	"30-34 years"	"30-34"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	193
	"Non-Hodgkin Lymphoma"	"33041-33042"	"30-34 years"	"30-34"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	100
	"Non-Hodgkin Lymphoma"	"33041-33042"	"30-34 years"	"30-34"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	600
	"Non-Hodgkin Lymphoma"	"33041-33042"	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	2228
	"Non-Hodgkin Lymphoma"	"33041-33042"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	9855
	"Non-Hodgkin Lymphoma"	"33041-33042"	"30-34 years"	"30-34"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	323
	"Non-Hodgkin Lymphoma"	"33041-33042"	"35-39 years"	"35-39"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	95
	"Non-Hodgkin Lymphoma"	"33041-33042"	"35-39 years"	"35-39"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	687
	"Non-Hodgkin Lymphoma"	"33041-33042"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	2352
	"Non-Hodgkin Lymphoma"	"33041-33042"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	9717
	"Non-Hodgkin Lymphoma"	"33041-33042"	"35-39 years"	"35-39"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	265
	"Non-Hodgkin Lymphoma"	"33041-33042"	"35-39 years"	"35-39"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	128
	"Non-Hodgkin Lymphoma"	"33041-33042"	"35-39 years"	"35-39"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	746
	"Non-Hodgkin Lymphoma"	"33041-33042"	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	3130
	"Non-Hodgkin Lymphoma"	"33041-33042"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	14870
	"Non-Hodgkin Lymphoma"	"33041-33042"	"35-39 years"	"35-39"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	366
	"Non-Hodgkin Lymphoma"	"33041-33042"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	125
	"Non-Hodgkin Lymphoma"	"33041-33042"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	803
	"Non-Hodgkin Lymphoma"	"33041-33042"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	3050
	"Non-Hodgkin Lymphoma"	"33041-33042"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	14916
	"Non-Hodgkin Lymphoma"	"33041-33042"	"40-44 years"	"40-44"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	321
	"Non-Hodgkin Lymphoma"	"33041-33042"	"40-44 years"	"40-44"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	172
	"Non-Hodgkin Lymphoma"	"33041-33042"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1026
	"Non-Hodgkin Lymphoma"	"33041-33042"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	4200
	"Non-Hodgkin Lymphoma"	"33041-33042"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	22267
	"Non-Hodgkin Lymphoma"	"33041-33042"	"40-44 years"	"40-44"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	550
	"Non-Hodgkin Lymphoma"	"33041-33042"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	200
	"Non-Hodgkin Lymphoma"	"33041-33042"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1136
	"Non-Hodgkin Lymphoma"	"33041-33042"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	3953
	"Non-Hodgkin Lymphoma"	"33041-33042"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	23132
	"Non-Hodgkin Lymphoma"	"33041-33042"	"45-49 years"	"45-49"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	512
	"Non-Hodgkin Lymphoma"	"33041-33042"	"45-49 years"	"45-49"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	216
	"Non-Hodgkin Lymphoma"	"33041-33042"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1322
	"Non-Hodgkin Lymphoma"	"33041-33042"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	5324
	"Non-Hodgkin Lymphoma"	"33041-33042"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	33222
	"Non-Hodgkin Lymphoma"	"33041-33042"	"45-49 years"	"45-49"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	619
	"Non-Hodgkin Lymphoma"	"33041-33042"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	280
	"Non-Hodgkin Lymphoma"	"33041-33042"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1477
	"Non-Hodgkin Lymphoma"	"33041-33042"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	4981
	"Non-Hodgkin Lymphoma"	"33041-33042"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	35429
	"Non-Hodgkin Lymphoma"	"33041-33042"	"50-54 years"	"50-54"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	620
	"Non-Hodgkin Lymphoma"	"33041-33042"	"50-54 years"	"50-54"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	318
	"Non-Hodgkin Lymphoma"	"33041-33042"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1675
	"Non-Hodgkin Lymphoma"	"33041-33042"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	6450
	"Non-Hodgkin Lymphoma"	"33041-33042"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	47407
	"Non-Hodgkin Lymphoma"	"33041-33042"	"50-54 years"	"50-54"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	815
	"Non-Hodgkin Lymphoma"	"33041-33042"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	371
	"Non-Hodgkin Lymphoma"	"33041-33042"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1826
	"Non-Hodgkin Lymphoma"	"33041-33042"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	5530
	"Non-Hodgkin Lymphoma"	"33041-33042"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	48193
	"Non-Hodgkin Lymphoma"	"33041-33042"	"55-59 years"	"55-59"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	788
	"Non-Hodgkin Lymphoma"	"33041-33042"	"55-59 years"	"55-59"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	425
	"Non-Hodgkin Lymphoma"	"33041-33042"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2100
	"Non-Hodgkin Lymphoma"	"33041-33042"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	7015
	"Non-Hodgkin Lymphoma"	"33041-33042"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	62835
	"Non-Hodgkin Lymphoma"	"33041-33042"	"55-59 years"	"55-59"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	899
	"Non-Hodgkin Lymphoma"	"33041-33042"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	391
	"Non-Hodgkin Lymphoma"	"33041-33042"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2135
	"Non-Hodgkin Lymphoma"	"33041-33042"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	5933
	"Non-Hodgkin Lymphoma"	"33041-33042"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	59444
	"Non-Hodgkin Lymphoma"	"33041-33042"	"60-64 years "	"60-64"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	783
	"Non-Hodgkin Lymphoma"	"33041-33042"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	467
	"Non-Hodgkin Lymphoma"	"33041-33042"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2456
	"Non-Hodgkin Lymphoma"	"33041-33042"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	6675
	"Non-Hodgkin Lymphoma"	"33041-33042"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	76327
	"Non-Hodgkin Lymphoma"	"33041-33042"	"60-64 years "	"60-64"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	925
	"Non-Hodgkin Lymphoma"	"33041-33042"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	448
	"Non-Hodgkin Lymphoma"	"33041-33042"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2313
	"Non-Hodgkin Lymphoma"	"33041-33042"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	5990
	"Non-Hodgkin Lymphoma"	"33041-33042"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	71459
	"Non-Hodgkin Lymphoma"	"33041-33042"	"65-69 years"	"65-69"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	849
	"Non-Hodgkin Lymphoma"	"33041-33042"	"65-69 years"	"65-69"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	466
	"Non-Hodgkin Lymphoma"	"33041-33042"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2743
	"Non-Hodgkin Lymphoma"	"33041-33042"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	6114
	"Non-Hodgkin Lymphoma"	"33041-33042"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	88166
	"Non-Hodgkin Lymphoma"	"33041-33042"	"65-69 years"	"65-69"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	948
	"Non-Hodgkin Lymphoma"	"33041-33042"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	408
	"Non-Hodgkin Lymphoma"	"33041-33042"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2354
	"Non-Hodgkin Lymphoma"	"33041-33042"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	5151
	"Non-Hodgkin Lymphoma"	"33041-33042"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	76089
	"Non-Hodgkin Lymphoma"	"33041-33042"	"70-74 years"	"70-74"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	767
	"Non-Hodgkin Lymphoma"	"33041-33042"	"70-74 years"	"70-74"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	382
	"Non-Hodgkin Lymphoma"	"33041-33042"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2571
	"Non-Hodgkin Lymphoma"	"33041-33042"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	5060
	"Non-Hodgkin Lymphoma"	"33041-33042"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	90692
	"Non-Hodgkin Lymphoma"	"33041-33042"	"70-74 years"	"70-74"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	848
	"Non-Hodgkin Lymphoma"	"33041-33042"	"75-79 years"	"75-79"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	362
	"Non-Hodgkin Lymphoma"	"33041-33042"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2082
	"Non-Hodgkin Lymphoma"	"33041-33042"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	4384
	"Non-Hodgkin Lymphoma"	"33041-33042"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	77016
	"Non-Hodgkin Lymphoma"	"33041-33042"	"75-79 years"	"75-79"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	671
	"Non-Hodgkin Lymphoma"	"33041-33042"	"75-79 years"	"75-79"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	319
	"Non-Hodgkin Lymphoma"	"33041-33042"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2376
	"Non-Hodgkin Lymphoma"	"33041-33042"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	3880
	"Non-Hodgkin Lymphoma"	"33041-33042"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	85859
	"Non-Hodgkin Lymphoma"	"33041-33042"	"75-79 years"	"75-79"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	646
	"Non-Hodgkin Lymphoma"	"33041-33042"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	265
	"Non-Hodgkin Lymphoma"	"33041-33042"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1589
	"Non-Hodgkin Lymphoma"	"33041-33042"	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	3319
	"Non-Hodgkin Lymphoma"	"33041-33042"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	66585
	"Non-Hodgkin Lymphoma"	"33041-33042"	"80-84 years"	"80-84"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	478
	"Non-Hodgkin Lymphoma"	"33041-33042"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	219
	"Non-Hodgkin Lymphoma"	"33041-33042"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1745
	"Non-Hodgkin Lymphoma"	"33041-33042"	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	2483
	"Non-Hodgkin Lymphoma"	"33041-33042"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	67127
	"Non-Hodgkin Lymphoma"	"33041-33042"	"80-84 years"	"80-84"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	434
	"Non-Hodgkin Lymphoma"	"33041-33042"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	184
	"Non-Hodgkin Lymphoma"	"33041-33042"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1451
	"Non-Hodgkin Lymphoma"	"33041-33042"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	2907
	"Non-Hodgkin Lymphoma"	"33041-33042"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	64397
	"Non-Hodgkin Lymphoma"	"33041-33042"	"85+ years"	"85+"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	394
	"Non-Hodgkin Lymphoma"	"33041-33042"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	116
	"Non-Hodgkin Lymphoma"	"33041-33042"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1411
	"Non-Hodgkin Lymphoma"	"33041-33042"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	1702
	"Non-Hodgkin Lymphoma"	"33041-33042"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	52101
	"Non-Hodgkin Lymphoma"	"33041-33042"	"85+ years"	"85+"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	311
	"Oral Cavity and Pharynx"	"20010-20100"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	26
	"Oral Cavity and Pharynx"	"20010-20100"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	31
	"Oral Cavity and Pharynx"	"20010-20100"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	63
	"Oral Cavity and Pharynx"	"20010-20100"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	21
	"Oral Cavity and Pharynx"	"20010-20100"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	87
	"Oral Cavity and Pharynx"	"20010-20100"	"5-9 years"	"5-9"	"Female"	"F"	"Black or African American"	"2054-5"	40
	"Oral Cavity and Pharynx"	"20010-20100"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	172
	"Oral Cavity and Pharynx"	"20010-20100"	"5-9 years"	"5-9"	"Male"	"M"	"Black or African American"	"2054-5"	49
	"Oral Cavity and Pharynx"	"20010-20100"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	163
	"Oral Cavity and Pharynx"	"20010-20100"	"10-14 years"	"10-14"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	24
	"Oral Cavity and Pharynx"	"20010-20100"	"10-14 years"	"10-14"	"Female"	"F"	"Black or African American"	"2054-5"	146
	"Oral Cavity and Pharynx"	"20010-20100"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	462
	"Oral Cavity and Pharynx"	"20010-20100"	"10-14 years"	"10-14"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	38
	"Oral Cavity and Pharynx"	"20010-20100"	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	162
	"Oral Cavity and Pharynx"	"20010-20100"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	378
	"Oral Cavity and Pharynx"	"20010-20100"	"10-14 years"	"10-14"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"15-19 years"	"15-19"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	61
	"Oral Cavity and Pharynx"	"20010-20100"	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	213
	"Oral Cavity and Pharynx"	"20010-20100"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	735
